name,model,display_resolution,OS,processor,Chipset,GPU,memory,storage,ram,primary_camera,secondary_camera,loud_speaker,audio_jack,sensors,battery,colors,price,img_url,,,
Nokia,5800 Navigation Edition,3.2 inches (~49.2% screen-to-body ratio),Symbian 9.4| Series 60 rel. 5,434 MHz ARM 11,,,microSD  up to 16 GB (dedicated slot)  8 GB included,81 MB,128 MB RAM,3.15 MP| Carl Zeiss optics| autofocus| LED flash,Videocall camera,Yes with stereo speakers,Yes,Accelerometer| proximity,Removable Li-Ion 1320 mAh battery (BL-5J),Chrome| Black,180,http://cdn2.gsmarena.com/vv/bigpic/nokia-5800-navigation-edition.jpg,,,
Nokia,6350,2.0 inches (~28.2% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot),52 MB,,2 MP,No,Yes,No,,Removable Li-Ion 1050 mAh battery (BL-6MT),Red| Graphite,70,http://cdn2.gsmarena.com/vv/bigpic/nokia-6350.jpg,,,
Nokia,Mural,2.2 inches (~32.8% screen-to-body ratio),,,,,microSD  up to 32 GB (dedicated slot),70 MB,,2 MP,No,Yes,No,,Removable Li-Ion 1050 mAh battery (BL-6MT),Gunmetal with cover illumination with six colors,100,http://cdn2.gsmarena.com/vv/bigpic/nokia-mural.jpg,,,
Nokia,6760 slide,2.4 inches (~31.6% screen-to-body ratio),Symbian| S60 rel. 3.2,,,,microSD  up to 16 GB (dedicated slot)  2 GB included,120 MB,,3.15 MP| enhanced fixed focus| ,No,Yes,No,Accelerometer,Removable Li-Ion 1500 mAh battery (BP-4L),Black| Red| White,110,http://cdn2.gsmarena.com/vv/bigpic/nokia-6760-slide.jpg,,,
Nokia,6790 Surge,2.4 inches (~31.6% screen-to-body ratio),Symbian| S60 rel. 3.2,,,,microSD  up to 8 GB (dedicated slot),128 MB,,2 MP,No,Yes,No,,Removable Li-Ion 1500 mAh battery (BP-4L),Black,90,http://cdn2.gsmarena.com/vv/bigpic/nokia-surge.jpg,,,
Nokia,3720 classic,2.2 inches (~27.7% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot)  1 GB included,20 MB,,2 MP| LED flash,No,Yes,No,,Removable Li-Ion 1050 mAh battery (BL-5CT),Gray| Yellow,110,http://cdn2.gsmarena.com/vv/bigpic/nokia-3720-classic.jpg,,,
Nokia,5530 XpressMusic,2.9 inches (~45.5% screen-to-body ratio),Symbian 9.4| Series 60 rel. 5,434 MHz ARM 11,,,microSD  up to 16 GB (dedicated slot)  4 GB included,70 MB,128 MB SDRAM,3.15 MP| autofocus| LED flash| ,No,Yes with stereo speakers,Yes,Accelerometer| proximity,Removable Li-Ion 1000 mAh battery (BL-4U),Red on black| Blue on white| Grey on black| Pink on white| Yellow on white,100,http://cdn2.gsmarena.com/vv/bigpic/nokia-5530-xpressmusic.jpg,,,
Nokia,E72,2.36 inches (~26.1% screen-to-body ratio),Symbian OS 9.3| Series 60 v3.2 UI,600 MHz ARM 11,,,microSD  up to 16 GB (dedicated slot),250 MB,128 MB RAM,5 MP| autofocus| LED flash| ,VGA videocall camera,Yes,Yes,Accelerometer| compass,Removable Li-Po 1500 mAh battery (BP-4L),White| Zodium Black| Metal Grey| Topaz Brown| Amethyst Purple| White Edition,90,http://cdn2.gsmarena.com/vv/bigpic/nokia-e72.jpg,,,
Nokia,3710 fold,2.2 inches (~35.8% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),70 MB,,3.2 MP| LED flash| enhanced fixed focus,VGA videocall camera,Yes,No,,Removable Li-Ion 860 mAh battery (BL-4S),Pink| Plum| Black,80,http://cdn2.gsmarena.com/vv/bigpic/nokia-3710-fold.jpg,,,
Nokia,6730 classic,2.2 inches (~29.1% screen-to-body ratio),Symbian| S60 rel. 3.2,600 MHz ARM 11,,,microSD  up to 16 GB (dedicated slot)  1 GB included,48 MB,,3.15 MP| enhanced fixed focus,VGA videocall camera,Yes,No,,Removable Li-Ion 1050 mAh battery (BL-5CT),Yes,130,http://cdn2.gsmarena.com/vv/bigpic/nokia-6730-classic.jpg,,,
Nokia,6600i slide,2.2 inches (~35.8% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot)  1 GB included,20 MB,,5 MP| autofocus| dual-LED flash| ,VGA,Yes,No,Accelerometer,Removable Li-Ion 1000 mAh battery (BL-4U),Black| Silver,120,http://cdn2.gsmarena.com/vv/bigpic/nokia-6600i-slide.jpg,,,
Nokia,7020,2.2 inches (~35.2% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot),45 MB,,2 MP,No,Yes,No,,Removable Li-Ion 860 mAh battery (BL-4S),Graphite| Hot Pink| Silver| Blue,70,http://cdn2.gsmarena.com/vv/bigpic/nokia-7020.jpg,,,
Nokia,2720 fold,1.8 inches (~23.5% screen-to-body ratio),,,,,No,9 MB,,1.3 MP,No,Yes,No,,Removable Li-Ion 860 mAh battery (BL-4CT),Black| Deep Red,40,http://cdn2.gsmarena.com/vv/bigpic/nokia-2720-f.jpg,,,
Nokia,2730 classic,2.0 inches (~24.1% screen-to-body ratio),,,,,microSD  up to 2 GB (dedicated slot)  1 GB included,30 MB,,2 MP,No,Yes,Yes,,Removable Li-Ion 1020 mAh battery (BL-5C),Black or Dark Magenta,40,http://cdn2.gsmarena.com/vv/bigpic/nokia-2730-classic.jpg,,,
Nokia,E52,2.4 inches (~31.4% screen-to-body ratio),Symbian| S60 rel. 3.2,600 MHz ARM 11,,,microSD  up to 16 GB (dedicated slot)  1 GB included,60 MB,,3.2 MP| fixed focus| LED flash| ,QVGA videocall camera,Yes,Yes,Accelerometer| compass,Removable Li-Po 1500 mAh battery (BP-4L),Metal Grey Aluminium| Golden Aluminium| Graphite Grey| Black,110,http://cdn2.gsmarena.com/vv/bigpic/nokia-e52.jpg,,,
Nokia,6216 classic,2.0 inches (~25.9% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),22 MB,,2 MP| autofocus| LED flash,VGA videocall camera,Yes,No,,Removable Li-Ion 1000 mAh battery (BL-4U),Coco Pearl,150,http://cdn2.gsmarena.com/vv/bigpic/nokia-6216c.jpg,,,
Nokia,5730 XpressMusic,2.4 inches (~31.2% screen-to-body ratio),Symbian| S60 rel. 3.2,369 MHz ARM 11,,,microSD  up to 16 GB (dedicated slot)  8 GB included,100 MB,128 MB RAM,3.15 MP| Carl Zeiss optics| autofocus| LED flash| ,QVGA videocall camera,Yes,Yes,Accelerometer,Removable Li-Ion 1000 mAh battery (BL-4U),Red| Monochrome| Blue| Pink,150,http://cdn2.gsmarena.com/vv/bigpic/nokia-5730-xpressmusic.jpg,,,
Nokia,5330 XpressMusic,2.4 inches (~36.8% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot)  2 GB included,70 MB,,3.15 MP| enhanced fixed focus,No,Yes,Yes,,Removable Li-Ion 1000 mAh battery (BL-4U),Black/Red| Silver/Blue,120,http://cdn2.gsmarena.com/vv/bigpic/nokia-5330-xpressmusic.jpg,,,
Nokia,5030 XpressRadio,1.8 inches (~21.0% screen-to-body ratio),,,,,No,8 MB,,,,Yes,No,,Removable Li-Ion 1020 mAh battery (BL-5C),Red| Graphite,60,http://cdn2.gsmarena.com/vv/bigpic/nokia-5030-xpressradio.jpg,,,
Nokia,N86 8MP,2.6 inches (~39.4% screen-to-body ratio),Symbian 9.3| S60 rel. 3.2,434 MHz ARM 11,,,microSD  up to 16 GB (dedicated slot),8 GB,128 MB RAM,8 MP| wide 28mm Carl Zeiss lens| autofocus| dual-LED flash| ,VGA videocall camera,Yes with stereo speakers,Yes,Accelerometer| compass,Removable Li-Ion 1200 mAh battery (BL-5K),Indigo Black| White,180,http://cdn2.gsmarena.com/vv/bigpic/nokia-n86.jpg,,,
Nokia,E75,2.4 inches (~31.9% screen-to-body ratio),Symbian| S60 rel. 3.2,369 MHz ARM 11,,,microSD  up to 16 GB (dedicated slot)  4 GB included,85 MB,,3.2 MP| autofocus| LED flash,VGA videocall camera,Yes,Yes,Accelerometer,Removable Li-Ion 1000 mAh battery (BL-4U),Silver black| Red and Copper yellow,130,http://cdn2.gsmarena.com/vv/bigpic/nokia-e75.jpg,,,
Nokia,E55,2.4 inches (~31.4% screen-to-body ratio),Symbian| S60 rel. 3.2,600 MHz ARM 11,,,microSD  up to 16 GB (dedicated slot)  2 GB included,60 MB,,3.2 MP| fixed focus| LED flash| ,QVGA videocall camera,Yes,Yes,Accelerometer| compass,Removable Li-Po 1500 mAh battery (BP-4L),Black Aluminium| White Aluminium| Red,150,http://cdn2.gsmarena.com/vv/bigpic/nokia-e55.jpg,,,
Nokia,6720 classic,2.2 inches (~30.3% screen-to-body ratio),Symbian| S60 rel. 3.2,600 MHz ARM 11,,,microSD  up to 16 GB (dedicated slot)  1 GB included,50 MB,,5 MP| Carl Zeiss optics| autofocus| LED flash| ,QVGA videocall camera,Yes with stereo speakers,Yes,,Removable Li-Ion 1050 mAh battery (BP-6MT),Titanium| Grey| Brown,90,http://cdn2.gsmarena.com/vv/bigpic/nokia-6720-classic.jpg,,,
Nokia,6710 Navigator,2.6 inches (~39.9% screen-to-body ratio),Symbian OS 9.3| S60 rel. 3.2,600 MHz ARM 11,,,microSD  up to 16 GB (dedicated slot)  4 GB included,50 MB,,5 MP| Carl Zeiss optics| autofocus| LED flash| ,Videocall camera| QVGA@15fps,Yes,Yes,Accelerometer| compass,Removable Li-Ion 950 mAh battery (BL-5F),Titanium| Brown| Black,140,http://cdn2.gsmarena.com/vv/bigpic/nokia-6710.jpg,,,
Nokia,5630 XpressMusic,2.2 inches (~29.1% screen-to-body ratio),Symbian| S60 rel. 3.2,600 MHz ARM 11,,,microSD  up to 16 GB (dedicated slot)  4 GB included,60 MB,128 MB RAM,3.15 MP| enhanced fixed focus| LED flash| ,VGA videocall camera,Yes,Yes,,Removable Li-Ion 860 mAh battery (BL-4CT),Red on black| Blue on grey| Chrome on grey,120,http://cdn2.gsmarena.com/vv/bigpic/nokia-5630-e.jpg,,,
Nokia,6700 classic,2.2 inches (~30.3% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot)  1 GB included,170 MB,,5 MP| autofocus| LED flash| ,No,Yes,No,Accelerometer,Removable Li-Ion 970 mAh battery (BL-6Q),Gold| White Gold| Illuvial| Silver metallic| Matte metallic| Black metallic,110,http://cdn2.gsmarena.com/vv/bigpic/nokia-6700-classic.jpg,,,
Nokia,6303 classic,2.2 inches (~29.8% screen-to-body ratio),,,,,microSD  up to 4 GB (dedicated slot)  1 GB included,17 MB,,3.15 MP| autofocus| dual-LED flash,No,Yes,Yes,,Removable Li-Ion 1050 mAh battery (BL-5CT),Steel| Matt Black,120,http://cdn2.gsmarena.com/vv/bigpic/nokia-6303-classic.jpg,,,
Nokia,2700 classic,2.0 inches (~24.7% screen-to-body ratio),,,,,microSD  up to 2 GB (dedicated slot),32 MB,,2 MP,No,Yes,Yes,,Removable Li-Ion 1020 mAh battery (BL-5C),Jet Black| Mahogany Red| Frost Gray,50,http://cdn2.gsmarena.com/vv/bigpic/nokia-2700-classic.jpg,,,
Nokia,6208c,2.4 inches (~33.0% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot)  1 GB included,13 MB,,3.15 MP| LED flash,No,Yes,Yes,,Removable Li-Ion 860 mAh battery (BL-4S),Titanium Gray,150,http://cdn2.gsmarena.com/vv/bigpic/nokia-6208c.jpg,,,
Nokia,8800 Gold Arte,2.0 inches (~24.9% screen-to-body ratio),,,,,No,4 GB,,3.15 MP| autofocus,No,Yes,No,Accelerometer,Removable Li-Ion 1000 mAh battery (BL-4U),Gold,1070,http://cdn2.gsmarena.com/vv/bigpic/nokia-8800-gold-arte.jpg,,,
Nokia,N97,3.5 inches (~52.1% screen-to-body ratio),Symbian 9.4| Series 60 rel. 5,434 MHz ARM 11,,,microSD  up to 16 GB (dedicated slot),32 GB,128 MB RAM,5 MP| Carl Zeiss optics| autofocus| LED flash| video light| ,VGA@15fps,Yes with stereo speakers,Yes,Accelerometer| proximity| compass,Removable Li-Po 1500 mAh battery (BP-4L),White| Black,140,http://cdn2.gsmarena.com/vv/bigpic/nokia-n97.jpg,,,
Nokia,6260 slide,2.4 inches (~37.1% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),200 MB,,5 MP| Carl Zeiss optics| autofocus| LED flash,VGA videocall camera,Yes with stereo speakers,No,,Removable Li-Ion 950 mAh battery (BL-5F),Black| Beige,150,http://cdn2.gsmarena.com/vv/bigpic/nokia-6260-slide.jpg,,,
Nokia,E63,2.36 inches (~25.9% screen-to-body ratio),Symbian OS 9.2| Series 60 v3.1 UI,ARM 11 369 MHz,,,microSD  up to 16 GB (dedicated slot),120 MB,,2 MP| LED flash,No,Yes,Yes,,Removable Li-Po 1500 mAh battery (BP-4L),Ultramarine Blue| Ruby Red| Black,120,http://cdn2.gsmarena.com/vv/bigpic/nokia-e63.jpg,,,
Nokia,7100 Supernova,2.0 inches (~26.1% screen-to-body ratio),,,,,No,4 MB,,1.3 MP,No,Yes,No,,Removable Li-Ion 860 mAh battery (BL-4S),Jelly red| Fresh blue| Black,70,http://cdn2.gsmarena.com/vv/bigpic/nokia-7110-supernova.jpg,,,
Nokia,5130 XpressMusic,2.0 inches (~24.7% screen-to-body ratio),,,,,microSD  up to 16 GB (dedicated slot)  1 GB included,30 MB,,2 MP,No,Yes,Yes,,Removable Li-Ion 1020 mAh battery (BL-5C),Red| Blue| White Aqua (T-Mobile exclusive),60,http://cdn2.gsmarena.com/vv/bigpic/nokia-5130-e.jpg,,,
Nokia,2330 classic,1.8 inches (~20.7% screen-to-body ratio),,,,,No,10 MB,,VGA,No,Yes,No,,Removable Li-Ion 1020 mAh battery (BL-5C),Black| Deep red,50,http://cdn2.gsmarena.com/vv/bigpic/nokia-2330-classic.jpg,,,
Nokia,2323 classic,1.8 inches (~20.7% screen-to-body ratio),,,,,No,4 MB,,,,Yes,No,,Removable Li-Ion 1020 mAh battery (BL-5C),Black,40,http://cdn2.gsmarena.com/vv/bigpic/nokia-2323-classic.jpg,,,
Nokia,1662,1.8 inches (~21.0% screen-to-body ratio),,,,,No,,,,,Yes,No,,Removable Li-Ion 860 mAh battery (BL-4C),Black| Blue,30,http://cdn2.gsmarena.com/vv/bigpic/nokia-1662.jpg,,,
Nokia,1661,1.8 inches (~21.0% screen-to-body ratio),,,,,No,8 MB,,,,Yes,No,,Removable Li-Ion 860 mAh battery (BL-4C),Black| Grey,30,http://cdn2.gsmarena.com/vv/bigpic/nokia-1661.jpg,,,
Nokia,1202,1.3 inches (~10.9% screen-to-body ratio),,,,,No,,,,,Yes,No,,Removable Li-Ion 720 mAh battery (BL-4C),Midnight black| Violet blue| Silver grey (Nokia 1203),20,http://cdn2.gsmarena.com/vv/bigpic/nokia-1202.jpg,,,
Nokia,5800 XpressMusic,3.2 inches (~49.2% screen-to-body ratio),Symbian 9.4| Series 60 rel. 5,434 MHz ARM 11,,,microSD  up to 16 GB (dedicated slot)  8 GB included,81 MB,128 MB RAM,3.15 MP| Carl Zeiss optics| autofocus| dual-LED flash,QVGA videocall camera,Yes with stereo speakers,Yes,Accelerometer| proximity,Removable Li-Ion 1320 mAh battery (BL-5J),Black| Red| Blue,130,http://cdn2.gsmarena.com/vv/bigpic/nokia-5800-xpressmusic.jpg,,,
Nokia,N85,2.6 inches (~40.6% screen-to-body ratio),Symbian OS 9.3| S60 rel. 3.2,369 MHz ARM 11,,,microSD  up to 8 GB (dedicated slot)  8 GB included,74 MB,,5 MP| Carl Zeiss optics| autofocus| LED flash,CIF videocall camera,Yes with stereo speakers,Yes,Accelerometer,Removable Li-Ion 1200 mAh battery (BL-5K),Copper| Black,250,http://cdn2.gsmarena.com/vv/bigpic/nokia-n85.jpg,,,
Nokia,N79,2.4 inches (~33.1% screen-to-body ratio),Symbian OS 9.3| Series 60 v3.2 UI,369 MHz ARM 11,,,microSD  up to 8 GB (dedicated slot)  4 GB included,50 MB,,5 MP| Carl Zeiss optics| autofocus| LED flash,VGA videocall camera,Yes with stereo speakers,Yes,Accelerometer,Removable Li-Ion 1200 mAh battery (BL-6F),Canvas white| Seal grey| Petrol black,180,http://cdn2.gsmarena.com/vv/bigpic/nokia-n79.jpg,,,
Nokia,8800 Carbon Arte,2.0 inches (~24.9% screen-to-body ratio),,,,,No,4 GB,,3.15 MP| autofocus,No,Yes,No,Accelerometer,Removable Li-Ion 1000 mAh battery (BL-4U),Black,840,http://cdn2.gsmarena.com/vv/bigpic/nokia-8800-carbon-arte.jpg,,,
Nokia,3610 fold,2.0 inches (~28.1% screen-to-body ratio),,,,,microSD  up to 4 GB (dedicated slot),30 MB,,1.3 MP,No,Yes,No,,Removable Li-Ion 1020 mAh battery (BL-5C),Blue| Red| Green| Rose,100,http://cdn2.gsmarena.com/vv/bigpic/nokia-3610fold.jpg,,,
Nokia,7610 Supernova,2.0 inches (~26.3% screen-to-body ratio),,,,,microSD  up to 2 GB (dedicated slot)  512 MB/ 2 GB included,64 MB,,3.15 MP| autofocus| dual-LED,No,Yes,No,,Removable Li-Ion 860 mAh battery (BL-4S),Muted Gray| Steel Blue| Red| Bright Lilac| Pristine White| Graphite| Passionate Purple,100,http://cdn2.gsmarena.com/vv/bigpic/nokia-7610-s.jpg,,,
Nokia,7510 Supernova,2.2 inches (~34.9% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot)  512 MB included,20 MB,,2 MP| LED flash,No,Yes,No,,Removable Li-Ion 870 mAh battery (BL-5BT),Storm Blue| Red| Emerald Green| Espresso Brown| Graphite| Passionate Purple,130,http://cdn2.gsmarena.com/vv/bigpic/nokia-7510-s.jpg,,,
Nokia,7310 Supernova,2.0 inches (~25.6% screen-to-body ratio),,,,,microSD  up to 4 GB (dedicated slot),32 MB,,2 MP,No,Yes,No,,Removable Li-Ion 860 mAh battery (BL-4CT),Steel Blue| Wasabi Green| Candy Pink| Mushroom Silver| Plum Jam| Electric Blue| Yellow Mellow| Graph,110,http://cdn2.gsmarena.com/vv/bigpic/nokia-7310-s.jpg,,,
Nokia,7210 Supernova,2.0 inches (~26.0% screen-to-body ratio),,,,,microSD  up to 2 GB (dedicated slot),30 MB,,2 MP,No,Yes,No,,Removable Li-Ion 860 mAh battery (BL-4CT),Bubble Gum Pink| Vivid Blue| Graphite| Passionate Purple,90,http://cdn2.gsmarena.com/vv/bigpic/nokia-7210-s.jpg,,,
Nokia,E71,2.36 inches (~26.5% screen-to-body ratio),Symbian OS 9.2| Series 60 v3.1 UI,369 MHz ARM 11,,,microSD  up to 8 GB (dedicated slot),110 MB,128 MB RAM,3.15 MP| autofocus| LED flash,Videocall camera,Yes,No,,Removable Li-Po 1500 mAh battery (BP-4L),White Steel| Grey Steel| Black| Red,110,http://cdn2.gsmarena.com/vv/bigpic/nokia-e71.jpg,,,
Nokia,E66,2.4 inches (~33.5% screen-to-body ratio),Symbian OS 9.2| Series 60 v3.1 UI,369 MHz ARM 11,,,microSD  up to 8 GB (dedicated slot),110 MB,128 MB RAM,3.15 MP| autofocus| LED flash,Videocall camera,Yes,No,Accelerometer,Removable Li-Ion 1000 mAh battery (BL-4U),White Steel| Grey Steel| Black| Red,180,http://cdn2.gsmarena.com/vv/bigpic/nokia-e66.jpg,,,
Nokia,6600 fold,2.13 inches (~36.4% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),18 MB,,2 MP| LED flash,VGA videocall camera,Yes,No,,Removable Li-Ion 860 mAh battery (BL-4CT),Mysterious black| Sophisticated purple,160,http://cdn2.gsmarena.com/vv/bigpic/nokia-6600fold.jpg,,,
Nokia,703,3.7 inches (~51.2% screen-to-body ratio),Microsoft Windows Phone 7,1.0 GHz,,,No,8 GB,512 MB RAM,5 MP| LED flash,,Yes,Yes,Accelerometer| proximity| compass,Removable Li-Ion battery,Various,30,http://cdn2.gsmarena.com/vv/bigpic/nokia-703.jpg,,,
Nokia,6600 slide,2.2 inches (~37.0% screen-to-body ratio),,,,,microSD  up to 4 GB (dedicated slot),18 MB,,3.15 MP| autofocus| LED flash,Videocall camera,Yes,No,Accelerometer,Removable Li-Ion 1000 mAh battery (BL-4U),Black,150,http://cdn2.gsmarena.com/vv/bigpic/nokia-6600slide.jpg,,,
Nokia,3600 slide,2.0 inches (~26.8% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot)  512 MB included,30 MB,,3.15 MP| autofocus| LED flash,No,Yes,No,,Removable Li-Ion 860 mAh battery (BL-4S),Charcoal| Wine,120,http://cdn2.gsmarena.com/vv/bigpic/nokia-3600slide.jpg,,,
Nokia,5320 XpressMusic,2.0 inches (~24.9% screen-to-body ratio),Symbian OS 9.3| S60 rel. 3.2,369 MHz ARM 11,,,microSD  up to 16 GB (dedicated slot)  512 MB/ 1 GB included,140 MB,,2 MP| LED flash,Videocall camera,Yes,Yes,,Removable Li-Ion 890 mAh battery (BL-5B),Blue| Red,130,http://cdn2.gsmarena.com/vv/bigpic/nokia-5320.jpg,,,
Nokia,5220 XpressMusic,2.0 inches (~26.4% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),30 MB,,2 MP,No,Yes with stereo speakers,Yes,,Removable Li-Ion 1020 mAh battery (BL-5CT),Blue| Red| Green,110,http://cdn2.gsmarena.com/vv/bigpic/nokia-5220.jpg,,,
Nokia,6212 classic,2.0 inches (~22.9% screen-to-body ratio),,,,,microSD  up to 4 GB (dedicated slot),22 MB,,2 MP| LED flash,CIF videocall camera,Yes,No,,Removable Li-Ion 1000 mAh battery (BL-4U),Black,190,http://cdn2.gsmarena.com/vv/bigpic/nokia-6112-classic.jpg,,,
Nokia,5000,2.0 inches (~25.4% screen-to-body ratio),,,,,No,12 MB,,1.3 MP,No,Yes,No,,Removable Li-Ion 700 mAh battery (BL-4B),Cyber Green| Neon Blue| Perfect Purple,70,http://cdn2.gsmarena.com/vv/bigpic/nokia-5000.jpg,,,
Nokia,7070 Prism,1.8 inches (~26.5% screen-to-body ratio),,,,,No,11 MB,,,,Yes,No,,Removable Li-Ion 700 mAh battery (BL-4B),Black & Pink accent| Black & Blue accent,50,http://cdn2.gsmarena.com/vv/bigpic/nokia-7070-prism.jpg,,,
Nokia,2680 slide,1.8 inches (~21.9% screen-to-body ratio),,,,,No,12 MB,4 MB RAM| 32 MB ROM,VGA,No,Yes,No,,Removable Li-Ion 860 mAh battery (BL-4S),Slate Gray| Night Blue| Orange| Violet,70,http://cdn2.gsmarena.com/vv/bigpic/nokia-2680-slide.jpg,,,
Nokia,1680 classic,1.85 inches (~21.7% screen-to-body ratio),,,,,No,11 MB,,VGA,No,Yes,No,,Removable Li-Ion 700 mAh battery (BL-5CA),Black| Slate Gray| Wine Red| Deep Plum,40,http://cdn2.gsmarena.com/vv/bigpic/nokia-1680-classic.jpg,,,
Nokia,6300i,2.0 inches| 31 x 41 mm (~26.7% screen-to-body ratio),,,,,microSD  up to 2 GB (dedicated slot)  512 MB included,30 MB,,2 MP,No,Yes,No,,Removable Li-Ion 860 mAh battery (BL-4C),Grey,120,http://cdn2.gsmarena.com/vv/bigpic/nokia-6300i.jpg,,,
Nokia,N96,2.8 inches (~42.9% screen-to-body ratio),Symbian OS 9.3| S60 rel. 3.2,264 MHz Dual ARM 9,,,microSD  up to 32 GB (dedicated slot),16 GB,128 MB RAM,5 MP| Carl Zeiss optics| autofocus| LED flash,VGA videocall camera,Yes,Yes,Accelerometer,Removable Li-Ion 950 mAh battery (BL-5F),Black| Silver| Quartz,220,http://cdn2.gsmarena.com/vv/bigpic/nokia-n96.jpg,,,
Nokia,N78,2.4 inches (~32.2% screen-to-body ratio),Symbian| S60 rel. 3.2,369 MHz ARM 11,,,microSD (dedicated slot),76 MB,96 MB RAM,3.15 MP| autofocus| Carl Zeiss optics| LED flash,CIF videocall camera,Yes with stereo speakers,Yes,,Removable Li-Ion 1200 mAh battery (BL-6F),Brown| Blue| White,170,http://cdn2.gsmarena.com/vv/bigpic/nokia-n78.jpg,,,
Nokia,6220 classic,2.2 inches (~29.5% screen-to-body ratio),Symbian OS 9.3| S60 rel. 3.2,369 MHz ARM 11,,,microSD  up to 8 GB (dedicated slot),120 MB,128 MB RAM,5 MP| Carl Zeiss optics| autofocus| xenon flash,Videocall camera,Yes,No,,Removable Li-Ion 900 mAh battery (BP-5M),Black and Cyan| Purple,160,http://cdn2.gsmarena.com/vv/bigpic/nokia-6220cl.jpg,,,
Nokia,6210 Navigator,2.4 inches (~35.3% screen-to-body ratio),Symbian OS 9.3| S60 rel. 3.2,369 MHz ARM 11,,,microSD  up to 8 GB (dedicated slot),120 MB,128 MB RAM,3.15 MP| autofocus| LED flash,Videocall camera,Yes,No,Accelerometer| compass,Removable Li-Ion 950 mAh battery (BL-5F),Black| Red,150,http://cdn2.gsmarena.com/vv/bigpic/nokia-6210navi.jpg,,,
Nokia,6124 classic,2.0 inches (~25.6% screen-to-body ratio),Symbian 9.2| S60 rel. 3.1,369 MHz ARM 11,,,microSD (dedicated slot),35 MB,64 MB RAM| 128 MB ROM,2 MP| LED flash,CIF videocall camera,Yes,No,,Removable Li-Ion 890 mAh battery (BL-5B),Black| White,140,http://cdn2.gsmarena.com/vv/bigpic/nokia-6124.jpg,,,
Nokia,6650 fold,2.2 inches (~32.0% screen-to-body ratio),Symbian| Series 60 v3.2 UI,369 MHz ARM 11,,,microSD (dedicated slot),30 MB,,2 MP| LED flash,No,Yes,No,,Removable Li-Ion 1500 mAh battery (BP-4L),Silver| Black,80,http://cdn2.gsmarena.com/vv/bigpic/nokia-6650.jpg,,,
Nokia,3555,1.8 inches (~23.1% screen-to-body ratio),,,,,microSD  up to 4 GB (dedicated slot),30 MB,,VGA,No,Yes,No,,Removable Li-Ion 1020 mAh battery (BL-5C),Black| Blue| Gray,50,http://cdn2.gsmarena.com/vv/bigpic/nokia-3555.jpg,,,
Nokia,3120 classic,2.0 inches (~24.8% screen-to-body ratio),,,,,microSD  up to 8 GB (dedicated slot),24 MB,,2 MP| LED flash,VGA videocall camera,Yes,No,,Removable Li-Ion 1000 mAh battery (BL-4U),Graphite| Plum/Powder White| Deep Red| Chestnut Brown,100,http://cdn2.gsmarena.com/vv/bigpic/nokia-3120cl.jpg,,,
Nokia,7900 Crystal Prism,2.0 inches (~24.6% screen-to-body ratio),,,,,No,1 GB,,2 MP| LED flash,No,Yes,No,,Removable Li-Ion 850 mAh battery (BL-6P),Black,170,http://cdn2.gsmarena.com/vv/bigpic/nokia-7900-crystal.jpg,,,
Nokia,2600 classic,1.77 inches (~19.3% screen-to-body ratio),,,,,No,10 MB,,VGA,No,Yes,No,,Removable Li-Ion 870 mAh battery (BL-5BT),Black| Orange| Blue| Beige,60,http://cdn2.gsmarena.com/vv/bigpic/nokia-2600c.jpg,,,
Nokia,1209,1.4 inches| 27.6 x 21.8 mm (~14.1% screen-to-body ratio),,,,,No,,,,,Yes,No,,Removable Li-Ion 700 mAh battery (BL-5CA),Blue| Gray,40,http://cdn2.gsmarena.com/vv/bigpic/nokia-1209.jpg,,,
Nokia,3110 Evolve,1.8 inches (~20.6% screen-to-body ratio),,,,,microSD  up to 2 GB (dedicated slot),9 MB,,1.3 MP,No,Yes,No,,Removable Li-Ion 1020 mAh battery (BL-5C),Grey,100,http://cdn2.gsmarena.com/vv/bigpic/nokia-3110-evolve.gif,,,
Nokia,N82,2.4 inches (~31.7% screen-to-body ratio),Symbian OS 9.2| S60 rel. 3.1,332 MHz Dual ARM 11,,3D Graphics HW Accelerator,microSD  up to 16 GB (dedicated slot)  2 GB included,100 MB,128 MB RAM,5 MP| Carl Zeiss optics| autofocus| xenon flash,CIF videocall camera,Yes with stereo speakers,Yes,Accelerometer,Removable Li-Ion 1050 mAh battery (BP-6MT),Silver| Black,170,http://cdn2.gsmarena.com/vv/bigpic/nokia-n82.gif,,,
